#poses	f	isConstant	
0	2317.65	0	
3	2377.33	0	
3	2376.97	0	
4	2367.53	0	
4	2364.03	0	
5	2352.57	0	
5	2345.8	0	
6	2347.41	0	
6	2334.56	0	
7	2320.03	0	
7	2315.98	0	
8	2293.69	0	
9	2282.7	0	
10	2265.77	0	
10	2261.48	0	
11	2254.22	0	
12	2244.2	0	
13	2237.89	0	
14	2224.13	0	
15	2217.89	0	
16	2208.4	0	
17	2199.17	0	
18	2189.04	0	
19	2182.74	0	
20	2176.79	0	
21	2168.32	0	
21	2165.98	0	
22	2157.88	0	
22	2157.88	0	
23	2149.43	0	
23	2146.02	0	
24	2125.84	0	
24	2119.45	0	
25	2106.16	0	
25	2106.16	0	
26	2085.65	0	
26	2077.46	0	
27	2066.78	0	
27	2061.8	0	
28	2049.03	0	
28	2043.65	0	
29	2030.93	0	
29	2026.57	0	
30	2026.57	0	
31	2020.7	0	
31	2016.73	0	
