#poses	f	isConstant	
0	2317.65	0	
3	3585.03	0	
4	3612.14	0	
4	3639.83	0	
4	3645.83	0	
5	3747.42	0	
5	3766.57	0	
5	3773.97	0	
5	3778.6	0	
6	3827.12	0	
6	3840.13	0	
6	3844.29	0	
7	3905.71	0	
7	3910.99	0	
7	3910.99	0	
8	3934.94	0	
8	3939.58	0	
8	3941.18	0	
9	3986.63	0	
9	3990.43	0	
10	4000.75	0	
10	4002.34	0	
11	4018	0	
11	4021.64	0	
11	4023.27	0	
12	3915.89	0	
12	3917.31	0	
12	3917.59	0	
13	3762.59	0	
13	3764.63	0	
13	3764.63	0	
14	3751.77	0	
14	3755.37	0	
14	3756.23	0	
15	3745.6	0	
15	3750.35	0	
15	3750.35	0	
16	3745.61	0	
16	3751.42	0	
16	3752.18	0	
17	3749.24	0	
17	3750.61	0	
17	3750.62	0	
18	3745.4	0	
18	3745.73	0	
18	3745.69	0	
19	3726.85	0	
19	3727.16	0	
19	3727.29	0	
20	3720.73	0	
20	3721.75	0	
21	3720.04	0	
21	3720.41	0	
22	3719.6	0	
22	3719.36	0	
23	3718.5	0	
23	3718.5	0	
24	3717.57	0	
24	3717.29	0	
25	3717.08	0	
25	3717.08	0	
26	3714	0	
26	3712.1	0	
27	3705.85	0	
27	3703.82	0	
28	3699.85	0	
28	3697.47	0	
28	3697.47	0	
29	3694.48	0	
29	3692.38	0	
30	3689.82	0	
30	3689.82	0	
36	3673.31	0	
36	3670.23	0	
36	3670.23	0	
40	3661.67	0	
40	3659.49	0	
40	3659.49	0	
44	3656.22	0	
44	3654.94	0	
44	3654.94	0	
49	3639.04	0	
49	3636.14	0	
49	3636.14	0	
54	3627.76	0	
54	3625.2	0	
54	3625.2	0	
57	3617.54	0	
57	3617.54	0	
60	3611.73	0	
60	3611.73	0	
62	3607.72	0	
62	3606.01	0	
66	3599.04	0	
66	3599.04	0	
69	3584.56	0	
69	3583.09	0	
69	3583.09	0	
71	3573.64	0	
71	3573.05	0	
71	3572.71	0	
74	3564.87	0	
74	3563.28	0	
74	3562.7	0	
77	3559.13	0	
77	3557	0	
77	3557	0	
79	3553.8	0	
79	3553.8	0	
82	3543.15	0	
82	3541.65	0	
82	3541.65	0	
85	3534.72	0	
85	3532.7	0	
85	3531.85	0	
86	3524.25	0	
86	3522.55	0	
86	3522.55	0	
87	3521.17	0	
87	3520.45	0	
88	3516.74	0	
88	3516.74	0	
89	3516.74	0	
89	3516	0	
90	3514.79	0	
90	3514.22	0	
91	3514.22	0	
91	3514.22	0	
92	3508.46	0	
92	3507.66	0	
92	3507.24	0	
93	3504.14	0	
93	3504.14	0	
